id;Наименование прокуратуры (SV-0001);REGION;Телефон канцелярии (SV-0004);Электронный адрес канцелярии(SV-0005);Адрес приемной(SV-0006);OKATO;CODE;autokey
1466;Березниковская прокуратура по надзору за соблюдением законов в исправительных учреждениях Пермского края;Пермский край;8 (3424) 20-38-18;berezniki_iu@59.mailop.ru;618400, Пермский край, г. Березники, ул. Ленина, 43;57;386897920;FED_GENPROK_ORGANIZATION_1466
1465;Березниковская межрайонная природоохранная прокуратура Пермского края;Пермский край;8 (3424) 20-41-65;berezniki_po@59.mailop.ru;618400, Пермский край, г. Березники, ул. Труда, 4;57;386897856;FED_GENPROK_ORGANIZATION_1465
1481;Прокуратура г. Березники Пермского края;Пермский край;8 (34242) 6-30-15;berezniki@59.mailop.ru;618400, Пермский край, г. Березники, ул. Пятилетки, 37;57;386908971;FED_GENPROK_ORGANIZATION_1481
1522;Усольская прокуратура по надзору за соблюдением законов в исправительных учреждениях Пермского края;Пермский край;8 (34253) 3-95-72;usole_iu@59.mailop.ru;618500, Пермский край, г. Соликамск, ул. 20 лет Победы, 167;57;387080010;FED_GENPROK_ORGANIZATION_1522
1521;Соликамская городская прокуратура Пермского края;Пермский край;8 (34253) 3-95-65;solikamsk@59.mailop.ru;618540, Пермский край, г. Соликамск, ул. 20 лет Победы, 167;57;387079971;FED_GENPROK_ORGANIZATION_1521
1499;Прокуратура Красновишерского района Пермского края;Пермский край;8 (34243) 3-01-10;krasnovishersk@59.mailop.ru;618590, Пермский край, г. Красновишерск, ул. К. Маркса, 17;57;387076299;FED_GENPROK_ORGANIZATION_1499
1517;Прокуратура Чердынского района Пермского края;Пермский край;8 (34240) 2-87-52;cherdyn@59.mailop.ru;618601, Пермский край, г. Чердынь, ул. Успенская, 55;57;387079258;FED_GENPROK_ORGANIZATION_1517
1471;Ныробская прокуратура по надзору за соблюдением законов в исправительных учреждениях Пермского края;Пермский край;8 (34240) 2-02-60;nyrob_iu@59.mailop.ru;618630 Пермский край, Чердынский район, пгт. Ныроб, ул. Ворошилова, 95 б;57;386898799;FED_GENPROK_ORGANIZATION_1471
1484;Прокуратура г. Добрянки Пермского края;Пермский край;8 (34265) 2-10-78;dobrjanka@59.mailop.ru;618741, Пермский край, г. Добрянка, ул. Победы, 5;57;386910260;FED_GENPROK_ORGANIZATION_1484
1489;Прокуратура Горнозаводского района Пермского края;Пермский край;8 (34269) 4-24-11;gornozavodsk@59.mailop.ru;618820, Пермский край, г. Горнозаводск, ул. Мира, 8 а;57;386908515;FED_GENPROK_ORGANIZATION_1489
1470;Лысьвенская городская прокуратура Пермского края;Пермский край;8 (34249) 6-12-44;lysva@59.mailop.ru;618900, Пермский край, г. Лысьва, ул. Смышляева, 15;57;386898753;FED_GENPROK_ORGANIZATION_1470
1468;Кудымкарская городская прокуратура Пермского края;Пермский край;8 (34260) 4-55-56;kudymkar@59.mailop.ru;619000, Пермский край, г. Кудымкар, ул. М. Горького, 14;57;386898550;FED_GENPROK_ORGANIZATION_1468
1520;Прокуратура Юсьвинского района Пермского края;Пермский край;8 (34246) 2-76-73;jusva@59.mailop.ru;619170, Пермский край, с. Юсьва, ул. Набережная, 10 а;57;387079856;FED_GENPROK_ORGANIZATION_1520
1519;Прокуратура Юрлинского района Пермского края;Пермский край;8 (34294) 2-14-56;jurla@59.mailop.ru;619200, Пермский край, с. Юрла, ул. Ленина, 37;57;387079662;FED_GENPROK_ORGANIZATION_1519
1498;Прокуратура Кочевского района Пермского края;Пермский край;8 (34293) 9-11-76;kochjovo@59.mailop.ru;619320, Пермский край, с. Кочёво, ул.Красных Партизан, 6;57;387076060;FED_GENPROK_ORGANIZATION_1498
1497;Прокуратура Косинского района Пермского края;Пермский край;8 (34298) 2-11-49;kosa@59.mailop.ru;619430, Пермский край, с. Коса, ул. Пермяцкая, 22;57;387075686;FED_GENPROK_ORGANIZATION_1497
1488;Прокуратура Гайнского района Пермского края;Пермский край;8 (34245) 2-16-00;gajny@59.mailop.ru;619650, Пермский край, п. Гайны, ул. Коммунистическая, 15а;57;386899664;FED_GENPROK_ORGANIZATION_1488
1487;Прокуратура г. Перми Пермского края;Пермский край;8 (342) 217-51-22;perm_gorod@59.mailop.ru;Пермский край, г. Пермь, ул. Луначарского, 3;57;386910395;FED_GENPROK_ORGANIZATION_1487
1526;Владивостокская межрайонная природоохранная прокуратура Амурской бассейновой природоохранной прокуратуры;Приморский край;8 (423) 241-41-34;vmpp@abp-proc.ru;690000, Приморский край, г. Владивосток, ул. Адмирала Фокина, д.2;5;382473384;FED_GENPROK_ORGANIZATION_1526
1546;Прокуратура Ленинского района г. Владивостока Приморского края;Приморский край;8 (423) 220-50-91;leninsk@25.mailop.ru;690001,Приморский край, г.Владивосток, ул. Пушкинская, 63;5;387093917;FED_GENPROK_ORGANIZATION_1546
1527;Военная прокуратура Тихоокеанского флота;Приморский край;8 (4232) 21-68-75;;690003, Владивосток, ул. Верхнепортовая, 12 В;5;359998235;FED_GENPROK_ORGANIZATION_1527
1552;Прокуратура Первомайского района г. Владивостока Приморского края;Приморский край;8 (423) 227-69-71;pervomai@25.mailop.ru;690035,Приморский край, Интернациональная, 58, г. Владивосток;5;387097034;FED_GENPROK_ORGANIZATION_1552
1531;Приморская прокуратура по надзору за соблюдением законов в исправительных учреждениях Приморского края;Приморский край;8 (423) 237-54-05;iu@25.mailop.ru;690039,Приморский край, г. Владивосток, ул. Русская, д. 17 г;5;387097649;FED_GENPROK_ORGANIZATION_1531
1553;Прокуратура Первореченского района г. Владивостока Приморского края;Приморский край;8 (423) 236-23-35;pervorech@25.mailop.ru;690048,Приморский край, г.Владивосток, ул.Ильичева, 31;5;387097413;FED_GENPROK_ORGANIZATION_1553
1557;Прокуратура Советского района г. Владивостока Приморского края;Приморский край;8 (423) 232-49-56;sovet@25.mailop.ru;690049,Приморский край, г.Владивосток, ул.Русская, 62;5;387098744;FED_GENPROK_ORGANIZATION_1557
1532;Приморская транспортная прокуратура Дальневосточной транспортной прокуратуры;Приморский край;8 (4232) 41-42-26;prim@dvtp.ru;690091, Приморский край, г. Владивосток, ул. Адмирала Фокина, д. 2;5;382585863;FED_GENPROK_ORGANIZATION_1532
1556;Прокуратура Приморского края;Приморский край;8 (423) 240-31-38;01@25.mailop.ru;690091,Приморский край, ?Океанский проспект, 19 лит А;5;360083868;FED_GENPROK_ORGANIZATION_1556
1536;Прокуратура г. Владивостока Приморского края;Приморский край;8 (4232) 26-96-69;gorod@25.mailop.ru;690091,Приморский край, г.Владивосток, ул.Петра Великого, 2;5;387089173;FED_GENPROK_ORGANIZATION_1536
1559;Прокуратура Фрунзенского района г. Владивостока Приморского края;Приморский край;8 (423) 232-77-33;frunz@25.mailop.ru;690091,Приморский край, г.Владивосток, ул.Фокина, 2;5;387099240;FED_GENPROK_ORGANIZATION_1559
1538;Прокуратура г. Находки Приморского края;Приморский край;8 (4236) 65-88-36;nahodka@25.mailop.ru;691911,Приморский край, г.Находка, ул.Кольцевая, 39;5;387089436;FED_GENPROK_ORGANIZATION_1538
1555;Прокуратура Пожарского района Приморского края;Приморский край;8 (42357) 33-4-55;pozhar@25.mailop.ru;692001, Приморский край, Пожарский район, п. Лучегорск, 4 мкр., дом 2;5;387098372;FED_GENPROK_ORGANIZATION_1555
1529;Лесозаводская межрайонная прокуратура Приморского края;Приморский край;8 (42355) 29-1-37;lesozavod@25.mailop.ru;692031,Приморский край, г.Лесозаводск, ул.Григоренко, 6;5;387088014;FED_GENPROK_ORGANIZATION_1529
1543;Прокуратура Кировского района Приморского края;Приморский край;8 (42354) 21-3-89;kirov@25.mailop.ru;692091,Приморский край, пгт.Кировский, ул.Ленинская, 29;5;387091702;FED_GENPROK_ORGANIZATION_1543
1528;Дальнереченская межрайонная прокуратура Приморского края;Приморский край;8 (42356) 33-1-19;dalnerech@25.mailop.ru;692132,Приморский край, г. Дальнереченск, ул. Дальнереченская, д. 58;5;387086016;FED_GENPROK_ORGANIZATION_1528
1558;Прокуратура Тернейского района Приморского края;Приморский край;8 (42374) 31-3-06;ternej@25.mailop.ru;692150,Приморский край, п. Терней, ул. Юбилейная, 1а;5;387099133;FED_GENPROK_ORGANIZATION_1558
1544;Прокуратура Красноармейского района Приморского края;Приморский край;8 (42359) 21355;krasnoarm@25.mailop.ru;692171,Приморский край, с.Новопокровка, ул.Калинина, 5;5;387091988;FED_GENPROK_ORGANIZATION_1544
1540;Прокуратура г. Спасска-Дальнего Приморского края;Приморский край;8 (42352) 2-18-38;spassk@25.mailop.ru;692246,Приморский край, г. Спасск-Дальний, ул. Покуса, 5;5;387090043;FED_GENPROK_ORGANIZATION_1540
1562;Прокуратура Хорольского района Приморского края;Приморский край;8 (42347) 2-11-44;horol@25.mailop.ru;692254,Приморский край, с.Хороль, ул. М. Пугача, 2;5;387099872;FED_GENPROK_ORGANIZATION_1562
1533;Прокуратура Анучинского района Приморского края;Приморский край;8 (42362) 91-5-31;anuchin@25.mailop.ru;692300, Приморский край, с.Анучино, ул.Лазо, 7;5;387088109;FED_GENPROK_ORGANIZATION_1533
1534;Прокуратура г. Арсеньева Приморского края;Приморский край;8 (42361) 4-19-37;arsenev@25.mailop.ru;692337,Приморский край, г. Арсеньев, ул.Ленинская, 10;5;387088916;FED_GENPROK_ORGANIZATION_1534
1565;Прокуратура Яковлевского района Приморского края;Приморский край;8 (42371) 9-77-18;yakov@25.mailop.ru;692361,Приморский край, с.Яковлевка, ул.Ленинская, 33а;5;387100154;FED_GENPROK_ORGANIZATION_1565
1563;Прокуратура Черниговского района Приморского края;Приморский край;8 (42351) 25-5-86;chernig@25.mailop.ru;692372,Приморский край, с.Черниговка, ул.Октябрьская, 69;5;387100072;FED_GENPROK_ORGANIZATION_1563
1542;Прокуратура Кавалеровского района Приморского края;Приморский край;8 (42375) 9-12-47;kavaler@25.mailop.ru;692413,Приморский край, п.Кавалерово, ул.Арсеньева, 53;5;387091668;FED_GENPROK_ORGANIZATION_1542
1537;Прокуратура г. Дальнегорска Приморского края;Приморский край;8 (42373) 2-75-65;dalnegorsk@25.mailop.ru;692446,Приморский край, г.Дальнегорск, пр-т 50-лет Октября, 99а;5;387089307;FED_GENPROK_ORGANIZATION_1537
1550;Прокуратура Ольгинского района Приморского края;Приморский край;8 (42376) 9-13-57;olga@25.mailop.ru;692460,Приморский край, пгт.Ольга, ул.Арсеньева, 2;5;387096465;FED_GENPROK_ORGANIZATION_1550
1548;Прокуратура Надеждинского района Приморского края;Приморский край;8 (42334) 2-01-72;nadezh@25.mailop.ru;692481,Приморский край, с.Вольно-Надеждинское, ул.Р. Дрегиса, 11"б";5;387094095;FED_GENPROK_ORGANIZATION_1548
1566;Уссурийская городская прокуратура Приморского края;Приморский край;8 (4234) 32-01-54;ussur@25.mailop.ru;692500,Приморский край, г.Уссурийск, ул.Ленина, 63;5;387100282;FED_GENPROK_ORGANIZATION_1566
1549;Прокуратура Октябрьского района Приморского края;Приморский край;8 (42344) 55-4-64;oktabr@25.mailop.ru;692561,Приморский край, с.Покровка, ул.Октябрьская, 26;5;387094350;FED_GENPROK_ORGANIZATION_1549
1554;Прокуратура Пограничного района Приморского края;Приморский край;8 (42345) 21-2-30;pogran@25.mailop.ru;692582,Приморский край, п.Пограничный, ул.Советская, 52;5;387098011;FED_GENPROK_ORGANIZATION_1554
1564;Прокуратура Чугуевского района Приморского края;Приморский край;8 (42372) 24-8-20;chuguev@25.mailop.ru;692623,Приморский край, с. Чугуевка, ул. 50 лет Октября, 236-а;5;387100121;FED_GENPROK_ORGANIZATION_1564
1547;Прокуратура Михайловского района Приморского края;Приморский край;8 (42346) 2-37-00;mihail@25.mailop.ru;692651, Приморский край, с.Михайловка, ул.Красноармейская, 38;5;387093988;FED_GENPROK_ORGANIZATION_1547
1560;Прокуратура Ханкайского района Приморского края;Приморский край;8 (42349) 97-13-2;hanka@25.mailop.ru;692684,Приморский край, с. Камень-Рыболов, ул. Пионерская, 8;5;387099528;FED_GENPROK_ORGANIZATION_1560
1561;Прокуратура Хасанского района Приморского края;Приморский край;8 (42331) 47-27-6;hasan@25.mailop.ru;692701,Приморский край, пос.Славянка, ул.Лазо, 14А;5;387099721;FED_GENPROK_ORGANIZATION_1561
1535;Прокуратура г. Артёма Приморского края;Приморский край;8 (42337) 4-33-75;artem@25.mailop.ru;692760,Приморский край, г.Артем, ул.Кирова, 40;5;387089059;FED_GENPROK_ORGANIZATION_1535
1525;Большекаменская межрайонная прокуратура Приморского края;Приморский край;8 (42335) 4-04-18;bkamen@25.mailop.ru;692820,Приморский край, г.Большой Камень, ул.Горького, 29;5;387090169;FED_GENPROK_ORGANIZATION_1525
1539;Прокуратура г. Партизанска Приморского края;Приморский край;8 (42363) 6-29-80;partiz@25.mailop.ru;692864,Приморский край, г.Партизанск, ул.Щорса, 8;5;387090007;FED_GENPROK_ORGANIZATION_1539
1541;Прокуратура ЗАТО г. Фокино Приморского края;Приморский край;8 (42339) 2-65-65;fokino@25.mailop.ru;692880, Приморский край, г. Фокино, ул. Ключевая, 4;5;387090246;FED_GENPROK_ORGANIZATION_1541
1530;Находкинская транспортная прокуратура Дальневосточной транспортной прокуратуры;Приморский край;8 (4236) 62-66-83;nahodka@dvtp.ru;692926, Приморский край, г. Находка, ул. Кольцевая, д. 39;5;382584510;FED_GENPROK_ORGANIZATION_1530
1551;Прокуратура Партизанского района Приморского края;Приморский край;8 (42365) 2-13-34;partizr@25.mailop.ru;692962,Приморский край, с.Владимиро-Александровское, ул.Седова, 20;5;387096840;FED_GENPROK_ORGANIZATION_1551
1545;Прокуратура Лазовского района;Приморский край;8 (42377) 20-6-34;lazo@25.mailop.ru;692980,Приморский край, с.Лазо, ул.Некрасовская, 21;5;387092511;FED_GENPROK_ORGANIZATION_1545
1589;Псковская прокуратура по надзору за соблюдением законов в исправительных учреждениях Псковской области;Псковская область;8 8112 66 57 36;iu@60.mailop.ru;180000, Псковская область, город Псков ул. Некрасова дом 54;58;344875602;FED_GENPROK_ORGANIZATION_1589
1587;Псковская городская прокуратура Псковской области;Псковская область;8 8112 72 70 82;pskov@60.mailop.ru;180000, Псковская область, город Псков ул. Некрасова дом 54;58;344881756;FED_GENPROK_ORGANIZATION_1587
1590;Псковская районная прокуратура Псковской области;Псковская область;88112 72 00 30;pskraion@60.mailop.ru;180000, Псковская область, город Псков ул. Некрасова дом 54;58;344875707;FED_GENPROK_ORGANIZATION_1590
1588;Псковская природоохранная межрайонная прокуратура Псковской области;Псковская область;8 8112 66 42 96;priroda@60.mailop.ru;180000, Псковская область, город Псков ул. Некрасова дом 54;58;344881957;FED_GENPROK_ORGANIZATION_1588
1586;Прокуратура Псковской области;Псковская область;8 8112 69 83 34;info@60.mailop.ru;180000, Псковская область, город Псков ул. Плехановский посад дом 6;58;344551703;FED_GENPROK_ORGANIZATION_1586
1591;Псковская транспортная прокуратура Северо-Западной транспортной прокуратуры;Псковская область;8 (8112) 72-71-83;pstp@sztproc.ru;180004, Псковская обл., г. Псков, ул. Яна Фабрициуса, д. 23;58;388769098;FED_GENPROK_ORGANIZATION_1591
1584;Плюсская районная прокуратура Псковской области;Псковская область;8 81133 2 13 06;plussa@60.mailop.ru;181000, Псковская область, Плюсса, ул.Ленина, д.20;58;344881033;FED_GENPROK_ORGANIZATION_1584
1596;Стругокрасненская районная прокуратура Псковской области;Псковская область;8 81132 52 534;strugi@60.mailop.ru;1811190, Псковская область, Струги Красные, ул.П.Виноградова, д.3;58;344875233;FED_GENPROK_ORGANIZATION_1596
1582;Палкинская районная прокуратура Псковской области;Псковская область;8 81145 2 13 55;palkino@60.mailop.ru;181270, Псковская область, п.Палкино, ул. Мичурина, д.8;58;344886321;FED_GENPROK_ORGANIZATION_1582
1581;Островская межрайонная прокуратура Псковской области;Псковская область;8 81152 3 22 59;ostrov@60.mailop.ru;181300, Псковская область, г.Остров, ул.Соляная, д.2а;58;344886162;FED_GENPROK_ORGANIZATION_1581
1578;Новоржевская районная прокуратура Псковской области;Псковская область;8 81143 2 22 31;novorjev@60.mailop.ru;181340, Псковская область, г.Новоржев, ул.К.Маркса, д. 50;58;344882177;FED_GENPROK_ORGANIZATION_1578
1593;Пушкиногорская районная прокуратура Псковской области;Псковская область;8 81146 2 30 40;pushgori@60.mailop.ru;181370, Псковская область, г. Пушкинские горы, ул. Пушкинская, д.40а;58;344876389;FED_GENPROK_ORGANIZATION_1593
1594;Пыталовская районная прокуратура Псковской области;Псковская область;8 81147 2 23 85;pitalovo@60.mailop.ru;181410, Псковская область, Пыталово, ул. Красноармейская, д. 37;58;344876467;FED_GENPROK_ORGANIZATION_1594
1583;Печорская районная прокуратура Псковской области;Псковская область;8 81148 2 33 10;pecheri@60.mailop.ru;181500, Псковская область, Печоры, ул.Каштановая, д.8;58;344880690;FED_GENPROK_ORGANIZATION_1583
1571;Гдовская районная прокуратура Псковской области;Псковская область;8 81131 2 15 44;gdov@60.mailop.ru;181600, Псковская область, г.Гдов, ул.К.Маркса, д.35;58;344878476;FED_GENPROK_ORGANIZATION_1571
1575;Куньинская районная прокуратура Псковской области;Псковская область;8 81149 2 16 80;kunia@60.mailop.ru;182010, Псковская область, Кунья, ул.Дзержинского, д.41;58;344879414;FED_GENPROK_ORGANIZATION_1575
1569;Великолукская районная прокуратура Псковской области;Псковская область;8 81153 7 26 27;vlraion@60.mailop.ru;182100, Псковская область, г.Великие Луки, ул.Новосокольническая, д.14;58;344878325;FED_GENPROK_ORGANIZATION_1569
1568;Великолукская городская прокуратура Псковской области;Псковская область;8 81153 3 18 36;vluki@60.mailop.ru;182100, Псковская область, город Великие Луки, Октябрьский пр.,д.55;58;344878106;FED_GENPROK_ORGANIZATION_1568
1570;Великолукская транспортная прокуратура Северо-Западной транспортной прокуратуры;Псковская область;8 (81153) 9-18-56;vltp@sztproc.ru;182107, Псковская обл., г. Великие Луки, пр-кт. Гагарина, д. 61;58;388755119;FED_GENPROK_ORGANIZATION_1570
1579;Новосокольническая районная прокуратура Псковской области;Псковская область;8 81144 2 33 01;novosok@60.mailop.ru;182200, Псковская область, г.Новосокольники, ул.Тихмянова, д.24;58;344882404;FED_GENPROK_ORGANIZATION_1579
1595;Себежская районная прокуратура Псковской области;Псковская область;8 81140 21 307;sebezh@60.mailop.ru;182250, Псковская область, Себеж, ул.Ленинская, д.31;58;344874826;FED_GENPROK_ORGANIZATION_1595
1592;Пустошкинская районная прокуратура Псковской области;Псковская область;8 81142 2 14 02;pustoshka@60.mailop.ru;182300, Псковская область, Пустошка, ул.Советская, д.12-а;58;344876143;FED_GENPROK_ORGANIZATION_1592
1580;Опочецкая районная прокуратура Псковской области;Псковская область;8 81138 2 14 42;opochka@60.mailop.ru;182330, Псковская область, г.Опочка, ул.Калинина, д.15;58;344884443;FED_GENPROK_ORGANIZATION_1580
1574;Красногородская районная прокуратура Псковской области;Псковская область;8 81137 2 11 00;krasngorodsk@60.mailop.ru;182370, Псковская область, Красногородское, ул.Набережная, д.41;58;344879287;FED_GENPROK_ORGANIZATION_1574
1577;Невельская межрайонная прокуратура Псковской области;Псковская область;8 81151 2 13 64;nevel@60.mailop.ru;182510, Псковская область, г.Невель, ул.Герцена, д.16;58;344880140;FED_GENPROK_ORGANIZATION_1577
1585;Порховская районная прокуратура Псковской области;Псковская область;8 81134 2 43 13;porhov@60.mailop.ru;182620, Псковская область, Порхов, ул.Плеханова, д.3;58;344881257;FED_GENPROK_ORGANIZATION_1585
1573;Дновская районная прокуратура Псковской области;Псковская область;8 81135 2 62 33;dno@60.mailop.ru;182670, Псковская область, Дно, ул. Космонавтов, д. 84;58;344878981;FED_GENPROK_ORGANIZATION_1573
1572;Дедовичская районная прокуратура Псковской области;Псковская область;8 81136 9 35 56;dedovichi@60.mailop.ru;182710, Псковская область, п.Дедовичи, ул.Комсомольская, д.7;58;344878549;FED_GENPROK_ORGANIZATION_1572
1567;Бежаницкая районная прокуратура Псковской области;Псковская область;8 81141 2 11 30;bezh@60.mailop.ru;182840, Псковская область, п.Бежаницы, ул.Советская, д.64-а;58;344877993;FED_GENPROK_ORGANIZATION_1567
1576;Локнянская районная прокуратура Псковской области;Псковская область;8 81141 2 14 57;loknia@60.mailop.ru;182900, Псковская область, Локня, ул.Первомайская, д.30-а;58;344879739;FED_GENPROK_ORGANIZATION_1576
1602;Прокуратура Республики Адыгея;Республика Адыгея (Адыгея);8 (8772) 52-89-27;proc01adg@01.mailop.ru;385000, Республика Адыгея, г. Майкоп, ул. Жуковского, д. 32;79;360083907;FED_GENPROK_ORGANIZATION_1602
1597;Прокуратура г. Майкопа Республики Адыгея;Республика Адыгея (Адыгея);8 (8772) 52-24-69;proc01.01@01.mailop.ru;385000, Республика Адыгея, г. Майкоп, ул. Крестьянская, д. 213;79;384353435;FED_GENPROK_ORGANIZATION_1597
1603;Прокуратура Тахтамукайского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87771) 9-63-86;proc01.07@01.mailop.ru;385100, Республика Адыгея, Тахтамукайский район, а. Тахтамукай, ул. Чапаева, д. 24;79;384355912;FED_GENPROK_ORGANIZATION_1603
1605;Теучежская межрайонная прокуратура Республики Адыгея;Республика Адыгея (Адыгея);8 (87772) 9-16-69;proc01.08@01.mailop.ru;385200, Республика Адыгея, г. Адыгейск, ул. Ленина, д. 13;79;384357000;FED_GENPROK_ORGANIZATION_1605
1600;Прокуратура Красногвардейского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87778) 5-34-80;proc01.05@01.mailop.ru;385300, Республика Адыгея, Красногвардейский район, с. Красногвардейское, ул. Кооперативная, д. 1;79;384353843;FED_GENPROK_ORGANIZATION_1600
1599;Прокуратура Кошехабльского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87770) 9-12-51;proc01.04@01.mailop.ru;385400, Республика Адыгея, Кошехабльский район, а. Кошехабль, ул. Ленина, д. 14;79;384353696;FED_GENPROK_ORGANIZATION_1599
1604;Прокуратура Шовгеновского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87773) 9-21-81;proc01.06@01.mailop.ru;385440, Республика Адыгея, Шовгеновский район, а. Хакуринохабль, ул. Краснооктябрьская, д. 104;79;384356265;FED_GENPROK_ORGANIZATION_1604
1598;Прокуратура Гиагинского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87779) 9-71-65;proc01.03@01.mailop.ru;385600, Республика Адыгея, Гиагинский район, ст. Гиагинская, ул. Кооперативная, д. 37;79;384351572;FED_GENPROK_ORGANIZATION_1598
1601;Прокуратура Майкопского района Республики Адыгея;Республика Адыгея (Адыгея);8 (87777) 5-24-78;proc01.02@01.mailop.ru;385730, Республика Адыгея, Майкопский район, п. Тульский, ул. Комсомольская, д. 24;79;384355799;FED_GENPROK_ORGANIZATION_1601
1612;Прокуратура Республики Алтай;Республика Алтай;8 (388-22) 49-733;priem@04.mailop.ru;649000, Республика Алтай, г. Горно-Алтайск, ул. Чорос-Гуркина, д. 25;84;360084021;FED_GENPROK_ORGANIZATION_1612
1606;Горно - Алтайская транспортная прокуратура Западно-Сибирской транспортной прокуратуры;Республика Алтай;8 (388-2) 24-8535;gorp@04.mailop.ru;649000, Республика Алтай, г. Горно-Алтайск, ул. Чорос-Гуркина, д. 25;84;382610753;FED_GENPROK_ORGANIZATION_1606
1608;Прокуратура г. Горно-Алтайска Республики Алтай;Республика Алтай;8 (38822) 49-7-15;gor@04.mailop.ru;649000, Республика Алтай, г. Горно-Алтайск, ул. Чорос-Гуркина, д. 25;84;387102402;FED_GENPROK_ORGANIZATION_1608
1607;Горно-Алтайская межрайонная природоохранная прокуратура Республики Алтай;Республика Алтай;8 (38822) 4-97-86;gorno-altaisk.tp@790.mailop.ru;649002, Республика Алтай, г. Горно-Алтайск, ул. Строителей, д.10;84;387102135;FED_GENPROK_ORGANIZATION_1607
1610;Прокуратура Майминского района Республики Алтай;Республика Алтай;8 (38844) 22-3-76;mai@04.mailop.ru;649100, Республика Алтай, Майминский район, с. Майма, ул. Ленина, д. 7а;84;387106308;FED_GENPROK_ORGANIZATION_1610
1613;Прокуратура Турочакского района Республики Алтай;Республика Алтай;8 (38843) 22-4-75;tur@04.mailop.ru;649140, Республика Алтай, Турочакский район, с. Турочак, ул. Осипова, д. 7;84;387112639;FED_GENPROK_ORGANIZATION_1613
1618;Прокуратура Чойского района Республики Алтай;Республика Алтай;8 (38840) 22-3-76;cho@04.mailop.ru;649180, Республика Алтай, Чойский район, с. Чоя, ул. Калинина, д. 8;84;387113237;FED_GENPROK_ORGANIZATION_1618
1619;Прокуратура Шебалинского района Республики Алтай;Республика Алтай;8 (38849) 22-3-76;she@04.mailop.ru;649220, Республика Алтай, Шебалинский район, с. Шебалино, ул. Советская, д. 63;84;387113379;FED_GENPROK_ORGANIZATION_1619
1617;Прокуратура Чемальского района Республики Алтай;Республика Алтай;8 (38841) 22-7-25;che@04.mailop.ru;649240, Республика Алтай, Чемальский район, с. Чемал, ул. Пчелкина, д. 99;84;387113095;FED_GENPROK_ORGANIZATION_1617
1611;Прокуратура Онгудайского района Республики Алтай;Республика Алтай;8 (38845) 22-3-76;ong@04.mailop.ru;6494400, Республика Алтай, Онгудайский район, с. Онгудай, ул. С.Ерзумашева, д. 27;84;387106376;FED_GENPROK_ORGANIZATION_1611
1615;Прокуратура Усть-Канского района Республики Алтай;Республика Алтай;8 (38847) 22-3-76;ust-kan@04.mailop.ru;649450, Республика Алтай, Усть-Канский район, с. Усть-Кан, ул. Лесная, д. 8;84;387112710;FED_GENPROK_ORGANIZATION_1615
1616;Прокуратура Усть-Коксинского района Республики Алтай;Республика Алтай;8 (38848) 22-3-76;ust-koks@04.mailop.ru;649490, Республика Алтай, Усть-Коксинский район, с. Усть-Кокса, ул. Харитошкина, д. 25;84;387113063;FED_GENPROK_ORGANIZATION_1616
1614;Прокуратура Улаганского района Республики Алтай;Республика Алтай;8 (38846) 22-5-72;ula@04.mailop.ru;649750, Республика Алтай, Улаганский район, с. Улаган, ул. Санаа, д. 28;84;387112675;FED_GENPROK_ORGANIZATION_1614
1609;Прокуратура Кош-Агачского района Республики Алтай;Республика Алтай;8 (38842) 22-3-76;kos@04.mailop.ru;649780, Республика Алтай, Кош-Агачский район, с. Кош-Агач, пер. Четный, д. 1;84;387106192;FED_GENPROK_ORGANIZATION_1609
1684;Прокуратура Уфимского района Республики Башкортостан;Республика Башкортостан;8 (347)223-37-88;ufi@02.mailop.ru;450001, Республика Башкортостан, г. Уфа, ул. Бабушкина, 21;80;387163819;FED_GENPROK_ORGANIZATION_1684
1666;Прокуратура Кировского района г. Уфы Республики Башкортостан;Республика Башкортостан;8 (347) 223-37-67;kir@02.mailop.ru;450001, Республика Башкортостан, г. Уфа, ул. Бабушкина, 21;80;387154595;FED_GENPROK_ORGANIZATION_1666
1693;Уфимская транспортная прокуратура Приволжской транспортной прокуратуры;Республика Башкортостан;8-347-272-35-57;ufit@490.mailop.ru;450006, Республика Башкортостан, г. Уфа, ул. Ленина, д. 104;80;382718696;FED_GENPROK_ORGANIZATION_1693
1678;Прокуратура Республики Башкортостан;Республика Башкортостан;8 (347) 272-71-42;prokuratura@02.mailop.ru;450008, Республика Башкортостан, г. Уфа, ул. Крупской, 19;80;360084034;FED_GENPROK_ORGANIZATION_1678
1671;Прокуратура Ленинского района г. Уфы Республики Башкортостан;Республика Башкортостан;8 (347) 250-36-60;len@02.mailop.ru;450015, Республика Башкортостан, г. Уфа, ул. Карла Маркса, 26;80;387157688;FED_GENPROK_ORGANIZATION_1671
1661;Прокуратура Калининского района г. Уфы Республики Башкортостан;Республика Башкортостан;8 (347) 242-94-15;kalinufa@02.mailop.ru;450040, Республика Башкортостан, г. Уфа, ул. Первомайская, 30А;80;387148390;FED_GENPROK_ORGANIZATION_1661
